0.000257474 -0.0473678 -0.00034773 2.44385 -1.21715e-05 -0.7357 0.00164165
0.000251481 -0.0473738 -0.000341738 2.44385 -1.21715e-05 -0.735688 0.00164165
0.000251481 -0.0473738 -0.00034773 2.44385 -2.41557e-05 -0.735712 0.00162967
0.000245489 -0.0473738 -0.00034773 2.44385 -2.41557e-05 -0.735712 0.00164165
0.000245489 -0.0473738 -0.00034773 2.44385 -3.61399e-05 -0.735712 0.00164165
0.000251481 -0.0473738 -0.00034773 2.44387 -2.41557e-05 -0.7357 0.00164165
0.000251481 -0.0473738 -0.00034773 2.44385 -3.61399e-05 -0.735724 0.00164165
0.000245489 -0.0473738 -0.00034773 2.44385 -1.21715e-05 -0.735712 0.00164165
0.000251481 -0.0473738 -0.00034773 2.44384 -1.21715e-05 -0.735724 0.00165364
0.000245489 -0.0473738 -0.00034773 2.44385 -2.41557e-05 -0.735724 0.00164165
0.000245489 -0.0473738 -0.000341738 2.44385 -1.21715e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.00034773 2.44385 -1.87254e-07 -0.735724 0.00164165
0.000245489 -0.0473678 -0.00034773 2.44385 -2.41557e-05 -0.735688 0.00164165
0.000245489 -0.0473738 -0.000341738 2.44384 -3.61399e-05 -0.735712 0.00162967
0.000245489 -0.0473738 -0.000341738 2.44384 -3.61399e-05 -0.735712 0.00162967
0.000245489 -0.0473738 -0.000335746 2.44384 -1.21715e-05 -0.735688 0.00164165
0.000245489 -0.0473738 -0.000335746 2.44384 -3.61399e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.000329753 2.44384 -2.41557e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.000335746 2.44384 -2.41557e-05 -0.735736 0.00165364
0.000245489 -0.0473738 -0.000335746 2.44383 -3.61399e-05 -0.735748 0.00165364
0.000245489 -0.0473798 -0.000335746 2.44382 -1.21715e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.000335746 2.44382 -2.41557e-05 -0.735736 0.00162967
0.000245489 -0.0473738 -0.000329753 2.44382 -1.21715e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.000323761 2.44382 -2.41557e-05 -0.735736 0.00164165
0.000245489 -0.0473738 -0.000329753 2.44382 -1.21715e-05 -0.735724 0.00164165
0.000245489 -0.0473738 -0.000329753 2.44382 -2.41557e-05 -0.73576 0.00164165
0.000245489 -0.0473798 -0.000329753 2.44381 -2.41557e-05 -0.735724 0.00164165
0.000245489 -0.0473798 -0.000323761 2.44381 -1.87254e-07 -0.735748 0.00165364
0.000245489 -0.0473798 -0.000323761 2.44381 -3.61399e-05 -0.73576 0.00164165
0.000245489 -0.0473858 -0.000323761 2.4438 -2.41557e-05 -0.735772 0.00164165
0.000245489 -0.0473918 -0.000317769 2.44379 -2.41557e-05 -0.735784 0.00165364
0.000245489 -0.0473858 -0.000311777 2.4438 -1.21715e-05 -0.735784 0.00165364
0.000245489 -0.0473918 -0.000311777 2.4438 -1.21715e-05 -0.735772 0.00165364
0.000245489 -0.0473918 -0.000311777 2.44378 -3.61399e-05 -0.735784 0.00166562
0.000245489 -0.0473918 -0.000311777 2.44378 -3.61399e-05 -0.735784 0.00166562
0.000239497 -0.0473858 -0.000311777 2.44379 -2.41557e-05 -0.735784 0.00165364
0.000245489 -0.0473918 -0.000305785 2.44378 -1.21715e-05 -0.735796 0.00166562
0.000245489 -0.0473978 -0.000305785 2.44378 -2.41557e-05 -0.735796 0.00165364
0.000245489 -0.0473978 -0.000305785 2.44378 -1.21715e-05 -0.735784 0.00165364
0.000245489 -0.0473978 -0.000305785 2.44377 -2.41557e-05 -0.735808 0.0016776
0.000245489 -0.0473978 -0.000299793 2.44376 -1.21715e-05 -0.73582 0.00166562
0.000245489 -0.0474038 -0.000293801 2.44375 -3.61399e-05 -0.735832 0.0016776
