0.607408 2.68543e-05 0.692278 -2.37815e-05 4.75617e-05 3.61402e-05
0.607443 1.58104e-05 0.69224 -5.97319e-05 0.000107482 1.2174e-05
0.607478 1.70648e-05 0.692196 -4.77469e-05 0.000179387 1.90969e-07
0.607503 3.76475e-05 0.692154 -5.97243e-05 0.000239307 4.81313e-05
0.607545 6.55106e-05 0.692081 -7.16995e-05 0.000371132 0.000108058
0.607613 8.98526e-05 0.691979 -4.77001e-05 0.000538912 0.00014401
0.60768 0.000103158 0.691882 -5.96684e-05 0.000706689 0.000167986
0.60776 0.00015412 0.691773 -5.96313e-05 0.000874466 0.000251881
0.607856 0.000191761 0.69162 -4.75627e-05 0.00113812 0.000311803
0.607966 0.000241458 0.691451 -5.9445e-05 0.00142574 0.000395707
0.608085 0.000299684 0.691279 -5.92784e-05 0.00168939 0.00049159
0.608209 0.000400353 0.691075 -7.10832e-05 0.00203692 0.000647407
0.60836 0.000496226 0.690856 -5.87775e-05 0.00239644 0.000791216
0.608511 0.000618729 0.690636 -7.03433e-05 0.00275596 0.00100696
0.608678 0.000794703 0.690384 -5.77133e-05 0.00315144 0.00130656
0.608848 0.000956085 0.69014 -4.49157e-05 0.0035589 0.00158219
0.609035 0.00115865 0.689843 -5.59221e-05 0.00405023 0.00189381
0.609218 0.00138555 0.689577 -4.26873e-05 0.00449365 0.00225332
0.609413 0.00166091 0.689293 -5.2936e-05 0.00494902 0.00272075
0.609608 0.0019533 0.688979 -3.89608e-05 0.00547633 0.0032001
0.609806 0.00233908 0.688664 -3.62917e-05 0.00601561 0.00384725
0.61005 0.00281955 0.688313 -3.24813e-05 0.00656686 0.00465021
0.610266 0.00330726 0.687997 -2.83514e-05 0.00708215 0.00544117
0.610474 0.00387506 0.687681 -2.35204e-05 0.00760943 0.00635198
0.610695 0.00449499 0.687331 -5.51327e-06 0.00818468 0.00737059
0.610921 0.00517917 0.686979 1.71214e-06 0.00875989 0.00850909
0.611141 0.00596409 0.686636 -1.7049e-06 0.00931106 0.00983939
0.61139 0.00689573 0.686253 9.10326e-06 0.00994615 0.0113254
0.61163 0.00785056 0.685891 3.30832e-05 0.0105334 0.0128953
0.611852 0.00886836 0.685539 3.43561e-05 0.0111085 0.0145851
0.612064 0.00996859 0.68518 6.12948e-05 0.0116957 0.0163946
0.612275 0.0111489 0.684841 9.04134e-05 0.0122469 0.0183599
0.612486 0.0123994 0.684495 9.75695e-05 0.01281 0.0204093
0.612694 0.0138624 0.684135 0.000119784 0.013397 0.0227941
0.612874 0.0152377 0.68382 0.000142493 0.0139001 0.025083
0.613032 0.0167671 0.683523 0.000179222 0.0144034 0.0275875
0.613195 0.0182999 0.683227 0.000182165 0.0148822 0.0301163
0.613335 0.0200025 0.68296 0.000212162 0.0153133 0.0329085
0.613466 0.0217499 0.682719 0.000256916 0.0156966 0.0358085
0.613578 0.0235237 0.68248 0.00027796 0.0160915 0.0387087
0.61367 0.0256079 0.682268 0.000354265 0.0164273 0.0421836
0.613748 0.0274966 0.682082 0.000368278 0.016702 0.0452756
0.613795 0.0295412 0.68194 0.000421409 0.0169414 0.0486189
0.613818 0.0316269 0.68182 0.000451832 0.0171442 0.0520823
0.613837 0.0337994 0.681683 0.000485866 0.017347 0.0556535
0.613814 0.0361352 0.681582 0.000557439 0.0175027 0.059488
0.61376 0.0388081 0.681476 0.000600974 0.0176572 0.063934
0.613681 0.041368 0.681392 0.000676486 0.0177889 0.068128
0.613574 0.0439691 0.681336 0.000741732 0.0178843 0.072406
0.613435 0.0467038 0.681277 0.000772558 0.0179782 0.076948
0.613252 0.0495065 0.68123 0.000836954 0.0180494 0.0815616
0.613051 0.0524156 0.681193 0.000893401 0.01812 0.086391
0.61283 0.0553899 0.681139 0.000962123 0.018215 0.0912802
0.612539 0.0587533 0.681134 0.00102572 0.0182254 0.0968406
0.612227 0.0619101 0.681126 0.00106883 0.0182591 0.102078
0.611883 0.0651455 0.681141 0.00111335 0.0182328 0.107434
0.611518 0.0685304 0.681127 0.00116168 0.0182661 0.113043
0.611113 0.0719617 0.681154 0.00125801 0.0182421 0.118723
0.610677 0.0754219 0.681203 0.00130609 0.0181794 0.124487
0.61022 0.0789896 0.681234 0.00137103 0.0181173 0.130371
0.60965 0.0830791 0.681304 0.00142927 0.0180419 0.137142
0.609106 0.0868789 0.681371 0.00149961 0.0179195 0.143481
0.608533 0.0906905 0.681443 0.00158158 0.0178099 0.149821
0.607904 0.0946125 0.681544 0.00165209 0.0176514 0.156364
0.607239 0.0986142 0.681602 0.0017074 0.0175994 0.163027
0.606534 0.102686 0.681706 0.00178248 0.0174167 0.169833
0.605795 0.106806 0.681814 0.00188229 0.0172599 0.176688
0.604928 0.11144 0.68195 0.00195859 0.0170516 0.184453
0.604095 0.11574 0.68208 0.00205576 0.0168457 0.191655
0.603194 0.120171 0.682208 0.00215194 0.0166278 0.199085
0.602268 0.124621 0.682362 0.00223277 0.0164074 0.206563
0.601295 0.129124 0.682554 0.00233445 0.0160807 0.214148
0.600271 0.133719 0.682743 0.00243965 0.0157897 0.221889
0.599094 0.138795 0.682977 0.00256172 0.0154028 0.230457
0.597975 0.143508 0.683203 0.0026845 0.015064 0.238414
0.596822 0.148242 0.683439 0.00283109 0.014679 0.246442
0.595586 0.153047 0.683703 0.00294569 0.014315 0.254578
0.594315 0.157929 0.68398 0.00309552 0.0139047 0.262906
0.592997 0.162816 0.684273 0.00325396 0.0134111 0.271234
0.591642 0.167705 0.684615 0.00340551 0.012843 0.279549
0.590241 0.172651 0.684972 0.00361066 0.0122444 0.288032
0.588628 0.178141 0.685385 0.00383276 0.0115487 0.29745
0.587108 0.183151 0.685778 0.00405896 0.0108795 0.306064
0.585532 0.188197 0.686203 0.00428716 0.0101616 0.314738
0.583884 0.193323 0.686588 0.00451674 0.00953892 0.32364
0.582176 0.198464 0.687068 0.00476077 0.00872485 0.332541
0.580433 0.203573 0.687539 0.00505903 0.007967 0.341406
0.578656 0.208695 0.687988 0.00530822 0.00718576 0.350319
0.576616 0.214301 0.68855 0.00560333 0.0062664 0.360167
0.574704 0.21945 0.689087 0.00592648 0.00535278 0.369199
0.572738 0.224612 0.689632 0.00624221 0.0044239 0.378255
0.570724 0.229759 0.690201 0.0065951 0.00347676 0.387358
0.56865 0.23493 0.690796 0.0069606 0.00243381 0.396533
0.566552 0.24005 0.691372 0.00732325 0.00148431 0.405624
0.564399 0.245128 0.692012 0.00771103 0.000396536 0.414714
0.561956 0.2508 0.69269 0.0081709 -0.000760585 0.42487
0.559688 0.255901 0.693337 0.0085953 -0.0018335 0.434043
0.55738 0.260972 0.694019 0.00905695 -0.00299652 0.443204
0.55498 0.266149 0.694682 0.00951997 -0.00410437 0.452604
0.55257 0.271206 0.695372 0.0099906 -0.00525777 0.461824
0.550158 0.276138 0.696089 0.0104831 -0.00646559 0.470852
0.547644 0.281184 0.696776 0.0109986 -0.00762445 0.48013
0.544858 0.286605 0.697576 0.0115637 -0.00893351 0.490163
0.542291 0.2915 0.698324 0.0120993 -0.0102088 0.499249
0.539668 0.296394 0.699025 0.0126536 -0.0113587 0.508383
0.537035 0.301173 0.699803 0.0131773 -0.0126478 0.517348
0.534362 0.305919 0.700551 0.0137459 -0.0138755 0.526278
0.531665 0.310605 0.701276 0.0143002 -0.0150343 0.535172
0.528947 0.315204 0.702037 0.0148549 -0.0162378 0.543945
0.525901 0.320273 0.702875 0.0154881 -0.0176041 0.553627
0.523143 0.324764 0.703601 0.0160502 -0.0187599 0.562304
0.520376 0.32915 0.704375 0.0166109 -0.0199835 0.570789
0.517564 0.333551 0.705103 0.0171872 -0.0211466 0.579357
0.514791 0.337802 0.705826 0.0177624 -0.0223429 0.587662
